sensor_index,last_modified,date_created,last_seen,location_type,rssi,uptime,latency,altitude,NAME,geometry,
95385,1692987114,1608325323,1708525201,0,-57,542.4,262,221,"Portland-Vancouver-Hillsboro, OR-WA",c(-122.97884, 45.324753)
95397,1609700819,1608325373,1708525188,0,-76,40.07,418,359,"Seattle-Tacoma-Bellevue, WA",c(-122.35506, 47.64073)
95433,1611099280,1608328415,1708525112,0,-72,110.55,232,200,"San Francisco-Oakland-Fremont, CA",c(-122.32512, 37.233612)
95481,1608411941,1608408094,1708525107,0,-57,41.8,371,768,"Dallas-Fort Worth-Arlington, TX",c(-96.96049, 32.495785)
95505,1619816248,1608576822,1708525149,0,-57,396.98,244,641,"San Francisco-Oakland-Fremont, CA",c(-122.130196, 37.869446)
95521,1624834301,1608576894,1708525164,0,-59,255.3,277,758,"Seattle-Tacoma-Bellevue, WA",c(-122.06016, 47.11533)
95525,1621103510,1608576911,1708525205,0,-59,123.78,632,35,"San Francisco-Oakland-Fremont, CA",c(-122.33019, 37.565)
95571,1672544172,1608579122,1708525183,0,-60,517.02,486,533,"San Francisco-Oakland-Fremont, CA",c(-122.268105, 37.464596)
95573,1662926087,1608579124,1708525165,0,-77,626.1,410,22,"San Francisco-Oakland-Fremont, CA",c(-122.23725, 37.75787)
95579,1628693316,1608579144,1708525199,0,-80,201.17,1763,9923,"Denver-Aurora-Centennial, CO",c(-105.9941, 39.22523)
95629,1611798123,1608582247,1708525141,0,-66,74.67,250,220,"San Jose-Sunnyvale-Santa Clara, CA",c(-121.96957, 37.27771)
95749,1628116532,1608585876,1708525140,0,-65,31.08,973,5153,"Fort Collins-Loveland, CO",c(-105.143, 40.5935)
95761,1657905057,1608585919,1708525139,1,-55,738.43,210,476,"Portland-Vancouver-Hillsboro, OR-WA",c(-122.684555, 45.474976)
95809,1629245016,1608589855,1708525188,0,-64,807.08,410,1974,"Seattle-Tacoma-Bellevue, WA",c(-121.608284, 47.106346)
95821,1626451470,1608590672,1708525113,0,-92,23.77,253,2421,"Spokane-Spokane Valley, WA",c(-117.63149, 48.06498)
95825,1629556164,1608591565,1708525170,1,-71,988.55,267,98,"San Francisco-Oakland-Fremont, CA",c(-122.27295, 37.849987)
95829,1608678195,1608650654,1708525115,0,-68,518.67,235,799,"Oxnard-Thousand Oaks-Ventura, CA",c(-118.85565, 34.299397)
95875,1619291061,1608670066,1708525123,0,-75,442.02,508,576,"San Francisco-Oakland-Fremont, CA",c(-121.95557, 37.707367)
95933,1662926090,1608671672,1708525138,0,-56,232.8,206,306,"Seattle-Tacoma-Bellevue, WA",c(-122.353004, 47.67621)
95941,1704322817,1608671946,1708525142,0,-64,5.6,336,8907,"Denver-Aurora-Centennial, CO",c(-105.52957, 39.804893)
95965,1627158360,1608672769,1708525217,0,-56,534.65,334,6357,"Reno, NV",c(-119.94753, 39.24698)
95967,1621350916,1608672780,1708525171,0,-68,632.67,227,778,"San Francisco-Oakland-Fremont, CA",c(-122.17069, 37.908096)
95979,1656353635,1608672851,1708525132,0,-53,142.45,283,2237,"Riverside-San Bernardino-Ontario, CA",c(-117.17071, 34.90434)
95981,1619234449,1608672859,1708525194,0,-76,806.75,269,1261,"Sacramento-Roseville-Folsom, CA",c(-121.04035, 38.686485)
95987,1640897313,1608672893,1708525163,0,-71,129.48,202,256,"Seattle-Tacoma-Bellevue, WA",c(-122.3266, 47.66205)
96023,1617295887,1608675031,1708525113,0,-75,354.52,226,25,"Bellingham, WA",c(-122.78925, 48.935753)
96053,1629949407,1608676127,1708525214,0,-74,487.03,437,291,"San Jose-Sunnyvale-Santa Clara, CA",c(-121.580795, 37.081974)
96061,1635078831,1608676182,1708525178,0,-54,1161.72,293,555,"Redding, CA",c(-122.34443, 40.56826)
96075,1623256230,1608676367,1708525134,0,-70,431.6,1087,23,"San Jose-Sunnyvale-Santa Clara, CA",c(-121.92841, 37.438133)
96109,1626794314,1608677998,1708525219,0,-58,554.95,470,1882,"Spokane-Spokane Valley, WA",c(-117.876366, 48.545143)
96139,1621961011,1608743641,1708525141,0,-67,405.72,441,201,"San Jose-Sunnyvale-Santa Clara, CA",c(-121.924484, 37.267796)
96143,1618869898,1608743660,1708525200,0,-80,837.2,1062,1411,"Medford, OR",c(-122.86774, 42.31433)
96149,1623808662,1608743693,1708525212,0,-81,16.97,336,911,"Austin-Round Rock-San Marcos, TX",c(-97.87447, 30.231272)
96159,1694198130,1608743817,1708525174,0,-84,336.78,260,320,"Santa Rosa-Petaluma, CA",c(-122.77747, 38.570595)
96163,1612139189,1608743834,1708525206,0,-44,360.47,208,204,"Los Angeles-Long Beach-Anaheim, CA",c(-118.80738, 34.00696)
96173,1616892832,1608743858,1708525147,0,-48,3.53,235,267,"San Francisco-Oakland-Fremont, CA",c(-122.16064, 37.76494)
96187,1611187077,1608743904,1708525192,0,-66,123.82,262,307,"San Francisco-Oakland-Fremont, CA",c(-122.13666, 37.96421)
96201,1623788268,1608743945,1708525144,0,-79,20.37,326,3376,"Riverside-San Bernardino-Ontario, CA",c(-116.44937, 34.11383)
96209,1617932678,1608743993,1708525214,0,-67,1005.35,852,3810,"Sacramento-Roseville-Folsom, CA",c(-120.58382, 38.757187)
96211,1694999494,1608744006,1708525180,0,-69,208.2,1163,529,"Austin-Round Rock-San Marcos, TX",c(-97.664856, 29.864767)
96225,1613933575,1608744384,1708525201,0,-71,1148.15,1085,4661,"Grand Junction, CO",c(-108.544945, 39.08857)
96235,1624298116,1608744596,1708525178,0,-39,43.47,253,209,"Santa Rosa-Petaluma, CA",c(-122.77402, 38.625668)
96241,1616368734,1608748729,1708525119,0,-62,779.73,266,193,"Salinas, CA",c(-121.73911, 36.65262)
96251,1619306027,1608748788,1708525126,1,-62,162.98,277,3896,"Twin Falls, ID",c(-114.41056, 42.504597)
96261,1639011993,1608748855,1708525149,0,-63,612.63,214,3772,"Bend, OR",c(-121.3659, 44.076866)
96273,1612134272,1608749161,1708525189,0,-78,1007.37,478,531,"Los Angeles-Long Beach-Anaheim, CA",c(-118.46884, 34.078327)
96293,1625851742,1608749292,1708525135,0,-29,400.4,441,7903,"Santa Fe, NM",c(-105.894905, 35.63751)
96309,1618949426,1608749346,1708525174,0,-76,233.33,222,286,"San Francisco-Oakland-Fremont, CA",c(-122.21374, 37.80689)
96311,1618013781,1608751004,1708525218,0,-55,186.73,505,320,"San Jose-Sunnyvale-Santa Clara, CA",c(-122.09607, 37.346012)
96315,1624571248,1608762773,1708525124,0,-76,392.43,314,100,"San Jose-Sunnyvale-Santa Clara, CA",c(-121.88296, 37.328503)
96353,1609182637,1609025690,1708525201,0,-78,91.63,247,305,"Santa Rosa-Petaluma, CA",c(-122.826836, 38.347015)
96359,1611620843,1609181127,1708525213,0,-56,58.6,1742,700,"Los Angeles-Long Beach-Anaheim, CA",c(-118.22333, 34.154655)
96381,1617569176,1609184092,1708525171,0,-71,302.25,200,333,"Seattle-Tacoma-Bellevue, WA",c(-122.330574, 47.69347)
96391,1666281916,1609184107,1708525146,0,-68,0.73,220,186,"Portland-Vancouver-Hillsboro, OR-WA",c(-122.660965, 45.567844)
96393,1626130080,1609184112,1708525179,0,-76,211.77,244,3724,"Bend, OR",c(-121.28777, 44.043556)
96411,1615922352,1609184140,1708525150,0,-66,1148.55,416,2169,"Redding, CA",c(-122.28159, 41.183064)
96423,1614714529,1609184158,1708525107,0,-46,103.1,241,529,"Los Angeles-Long Beach-Anaheim, CA",c(-118.266495, 34.110096)
96443,1626364695,1609184212,1708525168,0,-78,16.23,397,667,"Walla Walla, WA",c(-118.45739, 46.05014)
96457,1695405634,1609184246,1708525170,0,-65,63.4,256,20,"Mount Vernon-Anacortes, WA",c(-122.337524, 48.410168)
96463,1625373208,1609184275,1708525112,0,-71,842.87,235,75,"San Diego-Chula Vista-Carlsbad, CA",c(-117.22459, 32.98943)
96489,1621288292,1609184561,1708525204,1,-58,105.07,209,326,"Portland-Vancouver-Hillsboro, OR-WA",c(-122.81667, 45.547512)
96509,1625522512,1609184811,1708525182,0,-69,620.4,283,2861,"Bend, OR",c(-120.848305, 44.3056)
96513,1616883011,1609188743,1708525151,0,-57,574.22,366,211,"Mount Vernon-Anacortes, WA",c(-122.32051, 48.483856)
96521,1619989196,1609189019,1708525143,0,-78,1121.92,273,345,"San Francisco-Oakland-Fremont, CA",c(-122.485, 37.91387)
96527,1624582571,1609189073,1708525189,0,-56,112.25,420,723,"Eugene-Springfield, OR",c(-122.62762, 44.122913)
96545,1662765803,1609189216,1708525127,0,-79,885.62,261,365,"Seattle-Tacoma-Bellevue, WA",c(-122.173836, 47.736225)
96581,1647021343,1609189937,1708525213,1,-74,49.67,204,14,"Seattle-Tacoma-Bellevue, WA",c(-122.37984, 47.238678)
96599,1623866188,1609191028,1708525154,0,-84,320.55,257,539,"Santa Maria-Santa Barbara, CA",c(-120.303314, 34.647697)
96607,1646458957,1609191057,1708525141,1,-30,5.9,245,173,"Los Angeles-Long Beach-Anaheim, CA",c(-118.37086, 34.07487)
96611,1613924201,1609191068,1708525192,0,-66,172.1,403,900,"Los Angeles-Long Beach-Anaheim, CA",c(-118.10349, 34.162804)
96615,1626364681,1609191084,1708525197,0,-74,336.97,250,421,"Santa Rosa-Petaluma, CA",c(-122.7709, 38.568176)
96619,1623264203,1609191120,1708525198,0,-81,301.15,269,917,"Santa Rosa-Petaluma, CA",c(-122.85679, 38.71155)
96633,1626364708,1609191182,1708525160,0,-55,163.03,438,1843,"Salinas, CA",c(-121.229744, 36.470284)
96643,1616114465,1609258836,1708525108,0,-73,367.65,274,252,"Sacramento-Roseville-Folsom, CA",c(-121.242546, 38.799755)
96667,1629058050,1609259121,1708525136,0,-70,400.62,238,280,"San Jose-Sunnyvale-Santa Clara, CA",c(-121.96489, 37.24777)
96669,1624163004,1609259127,1708525210,0,-41,152.55,3245,217,"Chico, CA",c(-121.92277, 39.8496)
96677,1614816234,1609259236,1708498494,0,-75,39.87,317,15,"Santa Maria-Santa Barbara, CA",c(-119.53287, 34.40571)
96699,1664728741,1609259821,1708525114,0,-73,172.08,285,364,"Seattle-Tacoma-Bellevue, WA",c(-121.96962, 47.874813)
96721,1627055696,1609267161,1708525200,0,-86,237.85,249,106,"San Francisco-Oakland-Fremont, CA",c(-122.27282, 37.854275)
96731,1613320152,1609267222,1708525118,0,-78,411.7,250,5446,"Boulder, CO",c(-105.28746, 40.02247)
96735,1610597033,1609267286,1708525169,0,-62,572.18,196,256,"Seattle-Tacoma-Bellevue, WA",c(-122.232216, 47.484222)
96737,1610574380,1609267401,1708525206,0,-59,173.28,293,250,"Sacramento-Roseville-Folsom, CA",c(-121.20331, 38.661106)
96759,1617654992,1609268831,1708525127,0,-53,882.1,383,2691,"Los Angeles-Long Beach-Anaheim, CA",c(-118.154076, 34.59771)
96767,1627064037,1609276379,1708525145,0,-80,614.22,257,1099,"San Francisco-Oakland-Fremont, CA",c(-122.25146, 37.89099)
96771,1693721418,1609276451,1708525192,0,-63,51.92,323,230,"Los Angeles-Long Beach-Anaheim, CA",c(-117.91996, 33.887672)
96781,1622034454,1609276572,1708525158,0,-82,100.2,275,5413,"Denver-Aurora-Centennial, CO",c(-104.95548, 39.65496)
96803,1624637213,1609276909,1708525112,0,-75,1002.8,272,2017,"Spokane-Spokane Valley, WA",c(-117.34981, 47.71562)
96811,1619979779,1609277031,1708525196,0,-72,85.58,581,669,"Fresno, CA",c(-120.34577, 36.155746)
96813,1621558807,1609277051,1708525185,0,-80,156.02,542,1370,"Portland-Vancouver-Hillsboro, OR-WA",c(-121.960075, 45.344963)
96819,1621283759,1609277123,1708525107,0,-52,516.18,295,4684,"Sierra Vista-Douglas, AZ",c(-110.26698, 31.498802)
96837,1622405258,1609277325,1708525180,0,-66,502.33,389,690,"Los Angeles-Long Beach-Anaheim, CA",c(-118.21719, 34.110126)
96843,1662940749,1609278091,1708525180,0,-58,124.85,299,5861,"Albuquerque, NM",c(-106.50773, 35.13877)
96855,1611196129,1609278288,1708525170,1,-65,1002.45,193,181,"Los Angeles-Long Beach-Anaheim, CA",c(-118.28752, 34.023067)
96865,1611112928,1609278800,1708525104,1,-68,1122.7,252,658,"Los Angeles-Long Beach-Anaheim, CA",c(-118.32216, 33.752945)
96867,1624907605,1609278862,1708525152,0,-68,36.93,248,194,"Portland-Vancouver-Hillsboro, OR-WA",c(-122.95313, 45.301685)
96885,1621116419,1609278940,1708525206,0,-79,42.83,531,504,"San Francisco-Oakland-Fremont, CA",c(-122.35352, 37.527485)
96891,1664476141,1609278981,1708525106,0,-57,1073.57,204,3703,"Riverside-San Bernardino-Ontario, CA",c(-117.38256, 34.38841)
96893,1693759164,1609278987,1708525163,0,-50,6,220,18,"San Francisco-Oakland-Fremont, CA",c(-122.315765, 37.55773)
96903,1621557701,1609279045,1708525109,0,-79,602,250,805,"Los Angeles-Long Beach-Anaheim, CA",c(-118.50938, 34.225033)
96911,1646853812,1609279284,1708525119,1,-54,598.68,360,92,"Los Angeles-Long Beach-Anaheim, CA",c(-118.28584, 33.90261)
96923,1615915185,1609279644,1708524725,0,-80,0.33,null,644,"Redding, CA",c(-122.409485, 40.58822)
96927,1627748159,1609280741,1708525139,0,-67,358.65,545,332,"Santa Rosa-Petaluma, CA",c(-122.537476, 38.368904)
96935,1612728880,1609281003,1708525149,0,-85,480.48,290,638,"Los Angeles-Long Beach-Anaheim, CA",c(-118.32161, 33.752266)
96937,1651694624,1609281011,1708525148,0,-67,846.83,1239,445,"Austin-Round Rock-San Marcos, TX",c(-97.720634, 30.250135)
96941,1693586867,1609281040,1708525198,0,-79,467.4,449,3945,"Redding, CA",c(-121.80188, 40.522358)
96949,1611206027,1609281097,1708525028,0,-71,3.5,261,204,"Sacramento-Roseville-Folsom, CA",c(-121.26872, 38.638905)
96959,1620760603,1609281140,1708525215,0,-67,1050.45,246,359,"Santa Rosa-Petaluma, CA",c(-123.0202, 38.808662)
96995,1623088615,1609367037,1708525113,1,-75,462.42,284,147,"San Jose-Sunnyvale-Santa Clara, CA",c(-122.03029, 37.356125)
96997,1671903659,1609367050,1708525176,1,-40,7.53,259,6313,"Sacramento-Roseville-Folsom, CA",c(-120.16137, 39.13617)
97003,1622157691,1609367061,1708525204,1,-42,348.35,437,592,"San Francisco-Oakland-Fremont, CA",c(-122.34962, 37.522453)
97007,1628632499,1609367066,1708525113,1,-34,354.75,259,47,"Santa Cruz-Watsonville, CA",c(-122.03256, 36.955963)
97013,1657473287,1609367092,1708525104,1,-66,399.87,513,6050,"Sacramento-Roseville-Folsom, CA",c(-120.16082, 39.27936)
97017,1620174962,1609367099,1708525187,1,-60,157.95,428,494,"San Francisco-Oakland-Fremont, CA",c(-122.46113, 37.74224)
97019,1622695494,1609367101,1708525115,1,-60,1037.97,313,52,"Seattle-Tacoma-Bellevue, WA",c(-122.23262, 47.61819)
97021,1622852401,1609367105,1708525135,1,-74,26.47,258,488,"San Jose-Sunnyvale-Santa Clara, CA",c(-122.03413, 37.262974)
97029,1688051746,1609367229,1708525153,1,-74,143.58,247,175,"San Francisco-Oakland-Fremont, CA",c(-122.26057, 37.853474)
97045,1623264219,1609436330,1708525136,0,-58,32.97,231,153,"Napa, CA",c(-122.4143, 38.44998)
97065,1662502097,1609438146,1708525218,0,-72,15.3,257,24,"San Francisco-Oakland-Fremont, CA",c(-122.401245, 37.787178)
97083,1620697608,1609441946,1708525168,1,-64,337.48,270,505,"San Francisco-Oakland-Fremont, CA",c(-122.08407, 37.72001)
97087,1622589801,1609441956,1708525132,1,-45,396.52,247,207,"San Francisco-Oakland-Fremont, CA",c(-122.4335, 37.773777)
97089,1619906816,1609441960,1708525184,1,-50,49.27,262,255,"Los Angeles-Long Beach-Anaheim, CA",c(-118.38399, 34.087936)
97095,1624921284,1609444089,1708525188,0,-53,0.33,321,1846,"Riverside-San Bernardino-Ontario, CA",c(-116.685165, 34.837963)
97097,1615059413,1609444096,1708525202,0,-39,872.52,619,137,"San Jose-Sunnyvale-Santa Clara, CA",c(-122.02045, 37.354267)
97099,1628118192,1609444102,1708525122,0,-79,291.33,260,2989,"Bend, OR",c(-121.16705, 44.27422)
97109,1613791974,1609444212,1708525115,0,-82,209,247,1317,"Riverside-San Bernardino-Ontario, CA",c(-117.21733, 33.590275)
97121,1619041584,1609444341,1708525205,0,-82,196.07,249,220,"San Francisco-Oakland-Fremont, CA",c(-122.27737, 37.952713)
97123,1620851091,1609444347,1708525163,0,-40,474.93,365,4917,"Greeley, CO",c(-104.93421, 40.39957)
97139,1618984091,1609451730,1708525212,1,-60,3.77,353,574,"San Francisco-Oakland-Fremont, CA",c(-122.478355, 37.658127)
97149,1609865212,1609781634,1708525181,0,-69,142.22,265,137,"San Francisco-Oakland-Fremont, CA",c(-122.33687, 37.988697)
97157,1703973637,1609791912,1708525161,0,-49,1191.78,315,3908,"Sacramento-Roseville-Folsom, CA",c(-120.57369, 38.73265)
97179,1620704966,1609959028,1708525173,1,-19,400.52,274,457,"San Francisco-Oakland-Fremont, CA",c(-122.09142, 37.86163)
97199,1611534675,1610031708,1708525211,0,-64,778.3,495,6542,"Denver-Aurora-Centennial, CO",c(-104.83777, 39.32611)
97207,1666468786,1610047201,1708525102,0,-62,149.55,235,198,"Seattle-Tacoma-Bellevue, WA",c(-122.388664, 47.54212)
97237,1650998079,1610384218,1708525163,0,-53,398.52,290,612,"San Jose-Sunnyvale-Santa Clara, CA",c(-122.10892, 37.33831)
97257,1634609511,1610404605,1708525201,0,-81,136.75,1009,27,"San Francisco-Oakland-Fremont, CA",c(-122.50629, 37.738262)
97265,1610571793,1610496684,1708525195,0,-78,305.72,221,1187,"Salinas, CA",c(-121.77173, 36.22973)
97271,1610498526,1610498504,1708525160,0,-74,21.2,274,23,"San Francisco-Oakland-Fremont, CA",c(-122.23219, 37.477615)
97277,1618441648,1610556744,1708525220,0,-82,123.85,971,287,"San Francisco-Oakland-Fremont, CA",c(-122.1292, 37.964108)
97333,1660679155,1610557630,1708525213,0,-62,1032.12,242,262,"Riverside-San Bernardino-Ontario, CA",c(-114.59299, 33.59827)
97339,1659639223,1610557644,1708525156,0,-77,718.78,295,2768,"Riverside-San Bernardino-Ontario, CA",c(-117.27745, 34.53441)
97345,1638839373,1610557662,1707930385,0,-90,0.13,6965,4059,"Riverside-San Bernardino-Ontario, CA",c(-116.38875, 34.06962)
97371,1611015963,1610988736,1708525201,0,-56,33.3,249,673,"Los Angeles-Long Beach-Anaheim, CA",c(-117.733864, 33.597713)
97391,1620935865,1611160101,1708525170,0,-88,3.43,315,4254,"Salt Lake City-Murray, UT",c(-111.90304, 40.7667)
97393,1680885816,1611160235,1708525133,1,-86,824.33,223,867,"Los Angeles-Long Beach-Anaheim, CA",c(-118.53116, 34.23843)
97395,1637171173,1611160441,1708525122,0,-86,379.23,229,651,"Dallas-Fort Worth-Arlington, TX",c(-97.083046, 33.25788)
97407,1618626298,1611161356,1708525176,1,-19,465.93,557,813,"San Francisco-Oakland-Fremont, CA",c(-122.18758, 37.871693)
97411,1645563750,1611161419,1708525119,0,-79,388.82,3866,363,"Los Angeles-Long Beach-Anaheim, CA",c(-118.51639, 34.04771)
97505,1656380942,1611168145,1708525206,0,-79,144.07,215,672,"Dallas-Fort Worth-Arlington, TX",c(-97.18476, 32.905247)
97543,1638389364,1611168526,1708525146,0,-64,363.82,241,467,"Bellingham, WA",c(-122.40132, 48.770576)
97547,1620498586,1611168665,1708525209,0,-54,642.15,196,440,"Seattle-Tacoma-Bellevue, WA",c(-122.21635, 47.7246)
97583,1622155266,1611174271,1708525040,1,-47,796.45,415,162,"San Jose-Sunnyvale-Santa Clara, CA",c(-122.110565, 37.382023)
97591,1620504738,1611174323,1708525125,0,-59,381.18,259,739,"Santa Rosa-Petaluma, CA",c(-122.69973, 38.48762)
97595,1621542457,1611174345,1708525165,0,-66,182.6,1144,49,"San Francisco-Oakland-Fremont, CA",c(-122.56291, 37.97465)
97597,1619278209,1611174392,1708525155,0,-71,324.82,251,42,"Salinas, CA",c(-121.93628, 36.562534)
97599,1658953722,1611174448,1708525189,0,-69,399.73,271,271,"San Francisco-Oakland-Fremont, CA",c(-122.192024, 37.398216)
97601,1622829574,1611174838,1708525138,0,-46,363.82,266,490,"Bellingham, WA",c(-122.14714, 48.941868)
97607,1673394859,1611174883,1708525216,0,-69,282.38,329,193,"Mount Vernon-Anacortes, WA",c(-122.37744, 48.55308)
97609,1616439858,1611174884,1708525145,1,-47,1050.73,246,43,"Portland-Vancouver-Hillsboro, OR-WA",c(-122.683136, 45.526123)
97615,1615144595,1611174898,1708525207,0,-71,376.22,412,618,"San Francisco-Oakland-Fremont, CA",c(-122.45108, 37.736603)
97619,1614812635,1611174906,1708525127,0,-62,363.83,251,516,"Bellingham, WA",c(-122.14478, 48.95635)
97639,1695746179,1611175050,1708525155,0,-67,414.07,1791,20,"Mount Vernon-Anacortes, WA",c(-122.612946, 48.52005)
97647,1620442534,1611248243,1708525193,0,-60,306.28,366,5223,"Denver-Aurora-Centennial, CO",c(-105.02234, 39.925755)
97651,1662926098,1611248255,1708525220,0,-69,87.53,719,5016,"Fort Collins-Loveland, CO",c(-105.0324, 40.622784)
97663,1617569341,1611248301,1708525199,0,-70,141.68,273,110,"San Jose-Sunnyvale-Santa Clara, CA",c(-121.88981, 37.312225)
97667,1706996492,1611248310,1708525154,0,-65,425.07,1311,192,"Portland-Vancouver-Hillsboro, OR-WA",c(-122.88723, 45.512974)
97669,1620267063,1611248319,1708525207,0,-57,780.35,215,265,"Seattle-Tacoma-Bellevue, WA",c(-122.349205, 47.65918)
97671,1618003653,1611248353,1708525200,0,-67,572.8,997,3419,"Bend, OR",c(-121.37766, 44.155827)
97673,1618090161,1611248415,1708525207,0,-74,887.67,317,201,"San Francisco-Oakland-Fremont, CA",c(-122.33568, 37.551636)
97683,1617485152,1611255764,1708525218,0,-80,956.07,242,186,"San Jose-Sunnyvale-Santa Clara, CA",c(-122.122215, 37.37995)
97693,1617649136,1611255811,1708525151,0,-74,537.25,250,365,"San Francisco-Oakland-Fremont, CA",c(-122.43612, 37.75615)
97705,1628695940,1611255900,1708525105,0,-64,199.9,520,470,"San Jose-Sunnyvale-Santa Clara, CA",c(-121.76752, 37.323067)
97709,1617505035,1611255928,1708525173,0,-68,276.13,258,25,"Sacramento-Roseville-Folsom, CA",c(-121.484566, 38.586494)
97711,1701728590,1611255947,1708525135,0,-65,744.2,559,67,"Los Angeles-Long Beach-Anaheim, CA",c(-118.16319, 33.882664)
97715,1617479934,1611255986,1708525174,0,-66,230.13,226,1907,"Wenatchee-East Wenatchee, WA",c(-120.66805, 47.7777)
97719,1617474866,1611256574,1708388581,0,-48,671.67,243,177,"Seattle-Tacoma-Bellevue, WA",c(-121.96417, 47.865364)
97733,1618159684,1611260377,1708525205,0,-70,545.35,211,1869,"Wenatchee-East Wenatchee, WA",c(-120.64904, 47.79305)
97735,1630443187,1611260387,1708028381,0,-81,0.28,499,654,"San Francisco-Oakland-Fremont, CA",c(-122.2128, 37.370045)
97747,1621892046,1611260413,1708525202,0,-45,97.1,263,7222,"Flagstaff, AZ",c(-111.53629, 35.0968)
97767,1617672604,1611260944,1708525154,0,-67,618.52,243,155,"San Francisco-Oakland-Fremont, CA",c(-122.49407, 37.773952)
97783,1618443246,1611261015,1708525192,0,-69,799.77,729,824,"Portland-Vancouver-Hillsboro, OR-WA",c(-122.591576, 45.90986)
97789,1622670559,1611261081,1708525112,0,-72,1025.37,488,1943,"Wenatchee-East Wenatchee, WA",c(-120.72373, 47.81434)
97797,1666216722,1611261317,1708525204,0,-67,532.8,565,293,"Santa Maria-Santa Barbara, CA",c(-120.43301, 34.890697)
97805,1615582803,1611261486,1708525118,0,-63,78.77,282,373,"Portland-Vancouver-Hillsboro, OR-WA",c(-123.14888, 45.539337)
97807,1663557756,1611261494,1708525119,0,-81,86.22,257,314,"San Francisco-Oakland-Fremont, CA",c(-122.442986, 37.779415)
97813,1629317004,1611261561,1708525120,1,-53,12.07,236,378,"Santa Rosa-Petaluma, CA",c(-122.82538, 38.36435)
97825,1625199043,1611261598,1708525165,0,-54,397.12,249,226,"San Francisco-Oakland-Fremont, CA",c(-122.45123, 37.8764)
97827,1663206032,1611261602,1708525172,0,-74,743.08,216,205,"Seattle-Tacoma-Bellevue, WA",c(-122.35294, 47.626926)
97829,1625105591,1611261609,1708525219,0,-75,396.98,228,245,"Bremerton-Silverdale-Port Orchard, WA",c(-122.538315, 47.612423)
97837,1625249344,1611261761,1708525220,0,-63,119.02,234,78,"Seattle-Tacoma-Bellevue, WA",c(-122.77351, 47.273296)
97839,1688269367,1611261769,1708525145,0,-74,362.72,329,235,"Seattle-Tacoma-Bellevue, WA",c(-122.30793, 47.669025)
97847,1633853766,1611262424,1708525153,0,-72,119.82,1487,290,"Fresno, CA",c(-119.797745, 36.74889)
97855,1616257889,1611262529,1708525140,1,-58,3.87,238,287,"San Francisco-Oakland-Fremont, CA",c(-122.0268, 37.87907)
97857,1617490505,1611262537,1708525219,0,-68,15.73,237,172,"San Jose-Sunnyvale-Santa Clara, CA",c(-122.04636, 37.356606)
97859,1625237266,1611262548,1708525198,0,-58,160.63,341,353,"San Jose-Sunnyvale-Santa Clara, CA",c(-121.602974, 37.127197)
97861,1670304940,1611262559,1708525174,0,-72,124.12,239,368,"Portland-Vancouver-Hillsboro, OR-WA",c(-122.78135, 45.58915)
97879,1617677109,1611262753,1708525217,0,-64,362.92,299,569,"Portland-Vancouver-Hillsboro, OR-WA",c(-122.71046, 45.52706)
97881,1617226249,1611263050,1708525208,0,-69,167.98,270,449,"Seattle-Tacoma-Bellevue, WA",c(-121.77953, 47.491764)
97883,1619920450,1611263060,1708525195,0,-68,78.43,749,201,"San Francisco-Oakland-Fremont, CA",c(-122.51627, 37.909298)
97901,1617245749,1611263366,1708525163,0,-71,147.73,253,731,"San Francisco-Oakland-Fremont, CA",c(-122.45107, 37.757694)
97921,1697046318,1611264099,1708525154,0,-71,535.78,206,38,"Santa Maria-Santa Barbara, CA",c(-119.51604, 34.409405)
97933,1629236288,1611264191,1708525201,0,-80,403.52,256,191,"Santa Maria-Santa Barbara, CA",c(-120.48183, 34.89563)
97945,1646864779,1611264394,1708525127,0,-86,148.5,577,474,"Santa Maria-Santa Barbara, CA",c(-120.142044, 34.59427)
97951,1627510920,1611264418,1708525121,0,-87,371.58,258,843,"Santa Maria-Santa Barbara, CA",c(-120.11096, 34.665356)
97955,1664468930,1611264896,1708525118,0,-74,714.42,191,3233,"Riverside-San Bernardino-Ontario, CA",c(-117.32451, 34.43665)
97965,1662480660,1611264924,1708525164,0,-78,164.37,2240,2966,"Riverside-San Bernardino-Ontario, CA",c(-117.32516, 34.51112)
97981,1678905738,1611265335,1708525203,0,-73,321.92,397,1665,"Riverside-San Bernardino-Ontario, CA",c(-117.37233, 35.77444)
97987,1650242015,1611265358,1708525102,0,-72,139.18,194,3201,"Riverside-San Bernardino-Ontario, CA",c(-117.26819, 34.384064)
97995,1625101900,1611266698,1708525122,0,-64,1037.5,226,166,"Seattle-Tacoma-Bellevue, WA",c(-122.263466, 47.514393)
98011,1664471678,1611266874,1708525195,0,-75,449.33,194,3371,"Riverside-San Bernardino-Ontario, CA",c(-117.34846, 34.43124)
98021,1626716341,1611266914,1708396479,0,-75,31.23,263,267,"Portland-Vancouver-Hillsboro, OR-WA",c(-122.68983, 45.757683)
98027,1625244509,1611266981,1708525128,0,-62,632.4,241,316,"Portland-Vancouver-Hillsboro, OR-WA",c(-122.725266, 45.33612)
98029,1625092429,1611266986,1708525194,0,-53,4.87,246,5392,"Denver-Aurora-Centennial, CO",c(-105.0709, 39.750244)
98031,1662926101,1611266989,1708525162,0,-59,800.73,213,811,"Portland-Vancouver-Hillsboro, OR-WA",c(-122.71192, 45.503254)
